customer_id,age,country,gender,plan,monthly_spend,signup_date
CUST00094,31,Canada,Female,Enterprise,165.44,2025-04-22
CUST00095,44,Canada,Female,Basic,194.74,2025-08-21
CUST00096,62,Canada,Female,Enterprise,2.95,2024-12-26
CUST00097,37,Germany,Male,Enterprise,244.11,2024-10-06
CUST00098,45,Germany,Female,Free,168.06,2025-11-26
CUST00099,69,Germany,Female,Basic,459.77,2025-09-29
CUST00100,52,Canada,Male,Enterprise,41.97,2025-03-14
CUST00101,26,Germany,Male,Basic,130.08,2024-12-01
CUST00102,31,Germany,Female,Pro,380.61,2025-01-23
CUST00103,35,Germany,Male,Pro,235.15,2025-07-06
CUST00104,21,UAE,Male,Basic,390.62,2025-10-29
CUST00105,20,Canada,Male,Basic,419.61,2025-09-28
CUST00106,27,UK,Female,Basic,334.73,2025-07-31
CUST00107,31,Germany,Female,Pro,83.89,2025-09-13
CUST00108,65,Canada,Female,Basic,54.05,2024-01-27
CUST00109,37,USA,Female,Enterprise,470.74,2024-07-22
CUST00110,22,USA,Male,Basic,348.6,2024-11-04
CUST00111,61,USA,Male,Free,173.6,2025-03-14
CUST00112,60,UAE,Female,Free,6.33,2025-03-06
CUST00113,70,Germany,Female,Free,480.39,2025-10-12
CUST00114,47,UK,Male,Enterprise,366.9,2025-10-28
CUST00115,35,USA,Female,Enterprise,217.79,2025-08-29
CUST00116,35,UAE,Male,Basic,139.46,2025-04-06
CUST00117,33,Germany,Female,Enterprise,14.35,2024-11-28
CUST00118,29,Germany,Female,Basic,398.92,2024-12-14
CUST00119,35,USA,Male,Pro,258.31,2024-07-14
CUST00120,23,UK,Female,Enterprise,277.59,2024-09-03
CUST00121,62,Germany,Female,Enterprise,396.47,2024-04-05
CUST00122,36,UK,Male,Enterprise,153.1,2025-08-18
CUST00123,41,Germany,Female,Pro,498.32,2025-07-17
CUST00124,39,UAE,Female,Enterprise,153.31,2024-08-24
CUST00125,25,UK,Male,Pro,371.44,2025-12-07
CUST00126,29,UK,Female,Basic,138.25,2025-08-26
CUST00127,66,USA,Male,Pro,416.31,2024-10-30
CUST00128,32,UAE,Female,Basic,7.07,2025-06-30
CUST00129,26,UAE,Male,Free,276.68,2025-12-15
CUST00130,26,Germany,Male,Free,287.03,2025-04-25
CUST00131,48,Germany,Male,Pro,482.75,2024-09-15
CUST00132,48,Canada,Female,Free,245.87,2025-08-13
CUST00133,58,Canada,Male,Basic,405.57,2024-11-07
CUST00134,23,UK,Female,Free,303.16,2025-09-25
CUST00135,32,USA,Female,Enterprise,454.25,2024-10-31
CUST00136,55,Germany,Male,Pro,304.82,2024-04-11
CUST00137,66,UK,Female,Basic,330.21,2024-06-09
CUST00138,33,UK,Male,Free,1.34,2025-04-06
CUST00139,62,USA,Female,Enterprise,16.32,2024-10-22
CUST00140,63,UAE,Male,Enterprise,343.69,2024-09-27
CUST00141,68,USA,Female,Basic,57.39,2024-08-18
CUST00142,59,UK,Male,Pro,35.7,2024-06-18
CUST00143,68,UAE,Female,Pro,62.18,2025-12-06
CUST00144,37,Germany,Female,Pro,218.88,2025-09-04
CUST00145,20,Germany,Female,Pro,12.93,2024-08-22
CUST00146,61,USA,Female,Free,288.12,2024-06-28
CUST00147,48,USA,Female,Enterprise,90.74,2025-08-22
CUST00148,45,Germany,Female,Free,173.98,2024-12-07
CUST00149,38,Canada,Female,Basic,205.82,2025-05-22
CUST00150,36,Germany,Female,Free,44.03,2024-09-15
CUST00151,38,Canada,Male,Enterprise,328.83,2025-07-09
CUST00152,47,Germany,Male,Free,259.22,2025-09-29
CUST00153,66,Germany,Male,Enterprise,101.78,2025-07-16
CUST00154,26,UAE,Female,Enterprise,60.71,2025-10-07
CUST00155,56,UK,Female,Basic,275.42,2025-07-19
CUST00156,44,Canada,Male,Basic,230.72,2024-04-30
CUST00157,59,UK,Female,Enterprise,254.44,2024-10-06
CUST00158,44,Germany,Male,Enterprise,228.39,2024-05-28
CUST00159,42,UK,Male,Basic,138.12,2025-02-28
CUST00160,39,USA,Male,Pro,141.42,2024-11-01
CUST00161,55,USA,Male,Enterprise,223.27,2025-05-10
CUST00162,40,UAE,Female,Enterprise,466.43,2024-07-12
CUST00163,62,UK,Male,Enterprise,428.01,2025-02-24
CUST00164,20,UAE,Female,Enterprise,193.04,2025-11-10
CUST00165,68,UK,Male,Enterprise,63.12,2025-08-27
CUST00166,39,Canada,Male,Enterprise,262.98,2025-04-12
CUST00167,18,UK,Male,Enterprise,37.41,2024-09-28
CUST00168,39,USA,Male,Enterprise,425.88,2025-11-21
CUST00169,52,Germany,Female,Pro,436.19,2024-02-06
CUST00170,57,Canada,Female,Basic,498.71,2024-04-02
CUST00171,45,Canada,Female,Free,83.18,2024-11-02
CUST00172,19,Canada,Male,Pro,146.68,2025-01-18
CUST00173,45,UK,Female,Basic,282.96,2024-07-03
CUST00174,28,UK,Female,Free,309.86,2024-09-03
CUST00175,49,USA,Male,Basic,230.57,2024-09-17
CUST00176,47,UAE,Female,Free,450.6,2025-11-24
CUST00177,52,UK,Female,Free,472.62,2025-08-24
CUST00178,37,Germany,Female,Pro,422.65,2024-07-22
CUST00179,42,Germany,Male,Free,190.68,2025-01-02
CUST00180,54,UAE,Male,Pro,488.97,2025-11-05
CUST00181,43,UAE,Male,Free,455.31,2025-05-23
CUST00182,36,UK,Male,Pro,318.31,2025-09-27
CUST00183,34,UK,Male,Free,154.47,2025-03-27
CUST00184,20,USA,Male,Pro,45.07,2024-10-29
CUST00185,38,Germany,Male,Basic,66.08,2025-07-06
CUST00186,41,USA,Male,Pro,128.49,2025-05-08
CUST00187,69,UAE,Male,Pro,234.17,2024-03-18
CUST00188,27,UK,Female,Enterprise,45.15,2025-02-08
CUST00189,18,UAE,Female,Free,184.29,2025-11-19
CUST00190,34,USA,Female,Enterprise,54.17,2024-08-27
CUST00191,48,Canada,Male,Pro,323.83,2025-10-12
CUST00192,70,Germany,Female,Pro,58.34,2024-02-16
CUST00193,20,UAE,Male,Enterprise,48.6,2025-07-04
CUST00194,26,Germany,Female,Enterprise,335.24,2025-12-14
CUST00195,52,Germany,Female,Basic,327.46,2025-05-16
CUST00196,57,Germany,Male,Pro,345.14,2024-08-10
CUST00197,46,Germany,Female,Basic,49.68,2025-12-03
CUST00198,41,USA,Male,Pro,199.07,2024-07-13
CUST00199,25,Germany,Male,Free,320.85,2025-09-03
CUST00200,19,Canada,Male,Pro,494.41,2025-08-01
CUST00201,31,Canada,Male,Basic,406.53,2024-08-26
CUST00202,39,UK,Female,Free,429.2,2024-05-28
CUST00203,26,USA,Male,Pro,54.96,2024-01-27
CUST00204,26,Canada,Male,Pro,294.43,2024-01-17
CUST00205,29,UAE,Male,Free,370.86,2025-06-22
CUST00206,25,Canada,Female,Enterprise,389.01,2025-06-09
CUST00207,55,Canada,Male,Enterprise,472.71,2024-02-14
CUST00208,64,USA,Female,Pro,321.67,2024-02-01
CUST00209,21,Germany,Female,Enterprise,343.05,2025-05-17
CUST00210,63,Germany,Male,Free,161.06,2024-05-31
CUST00211,22,UK,Female,Pro,190.45,2025-09-03
CUST00212,51,UAE,Female,Enterprise,49.59,2025-12-19
CUST00213,25,USA,Female,Basic,225.78,2024-08-21
CUST00214,44,UAE,Female,Enterprise,207.99,2024-04-07
CUST00215,38,Germany,Female,Pro,187.15,2024-06-05
CUST00216,61,Germany,Male,Free,415.89,2024-04-05
CUST00217,45,Canada,Male,Pro,278.19,2025-08-23
CUST00218,53,USA,Male,Pro,205.4,2025-11-12
CUST00219,66,Germany,Female,Free,300.21,2024-12-26
CUST00220,24,USA,Male,Basic,328.37,2024-08-17
CUST00221,24,UAE,Male,Pro,381.3,2025-08-10
CUST00222,32,Germany,Female,Free,14.48,2024-10-06
CUST00223,62,UAE,Female,Pro,3.05,2024-05-26
CUST00224,54,Germany,Male,Free,370.48,2024-02-01
CUST00225,23,USA,Female,Basic,209.92,2024-12-15
CUST00226,28,UAE,Female,Pro,388.42,2025-08-04
CUST00227,56,Canada,Male,Free,78.7,2025-09-24
CUST00228,21,Canada,Female,Pro,330.97,2025-05-12
CUST00229,56,Germany,Female,Enterprise,107.78,2025-06-08
CUST00230,25,UAE,Male,Enterprise,141.62,2025-11-25
CUST00231,55,Germany,Male,Pro,110.26,2025-09-05
CUST00232,21,Canada,Female,Basic,472.66,2024-05-20
CUST00233,66,UAE,Female,Pro,59.99,2025-05-24
CUST00234,65,Germany,Male,Basic,190.1,2025-12-21
CUST00235,32,USA,Male,Pro,198.54,2024-02-13
CUST00236,45,Canada,Male,Enterprise,431.06,2025-08-12
CUST00237,45,USA,Female,Enterprise,144.76,2025-02-18
CUST00238,19,UAE,Female,Basic,416.01,2025-01-05
CUST00239,23,Germany,Male,Free,217.84,2025-02-14
CUST00240,51,Canada,Female,Enterprise,372.9,2024-08-14
CUST00241,39,UK,Male,Free,265.3,2024-07-17
CUST00242,67,UAE,Male,Pro,118.13,2024-05-29
CUST00243,34,UK,Male,Basic,380.11,2025-11-02
CUST00244,22,UK,Female,Enterprise,377.22,2025-08-16
CUST00245,46,USA,Female,Pro,75.48,2024-03-10
CUST00246,48,Germany,Female,Pro,295.71,2024-12-26
CUST00247,50,Canada,Female,Pro,225.96,2024-02-28
CUST00248,41,UAE,Male,Free,307.5,2025-06-03
CUST00249,42,Germany,Female,Free,454.52,2025-08-08
CUST00250,59,UK,Female,Pro,250.68,2024-03-04
CUST00251,46,Canada,Male,Pro,252.27,2024-06-25
CUST00252,20,UK,Female,Enterprise,262.03,2025-09-16
CUST00253,28,UAE,Female,Pro,193.71,2024-12-12
CUST00254,61,USA,Female,Free,32.96,2024-04-06
CUST00255,53,Germany,Female,Pro,361.87,2025-11-03
CUST00256,56,UK,Male,Pro,291.37,2024-05-24
CUST00257,40,UAE,Male,Enterprise,297.52,2024-03-27
CUST00258,37,USA,Female,Enterprise,406.59,2025-11-17
CUST00259,62,USA,Female,Free,254.24,2024-01-19
CUST00260,41,UAE,Male,Basic,170.87,2025-05-12
CUST00261,30,UK,Male,Basic,38.58,2024-04-13
CUST00262,50,USA,Female,Free,438.2,2025-09-24
CUST00263,26,USA,Male,Enterprise,81.12,2025-12-10
CUST00264,67,USA,Female,Basic,21.85,2025-01-08
CUST00265,61,UK,Female,Enterprise,376.2,2025-04-04
CUST00266,32,USA,Female,Basic,482.8,2025-04-25
CUST00267,30,UAE,Female,Enterprise,384.72,2025-01-26
CUST00268,50,USA,Male,Enterprise,408.45,2025-09-11
CUST00269,26,UAE,Female,Free,437.06,2025-07-21
CUST00270,24,USA,Female,Free,41.94,2024-06-13
CUST00271,35,Germany,Female,Basic,45.86,2024-08-15
CUST00272,70,Germany,Male,Pro,207.45,2025-02-09
CUST00273,50,UAE,Female,Basic,497.26,2025-01-18
CUST00274,32,Canada,Male,Pro,419.59,2025-10-27
CUST00275,39,UK,Male,Basic,143.44,2025-04-28
CUST00276,62,UK,Female,Enterprise,307.67,2024-03-22
CUST00277,19,UAE,Male,Basic,274.4,2025-09-15
CUST00278,51,Germany,Female,Free,118.82,2024-05-04
CUST00279,21,UK,Female,Enterprise,31.4,2025-05-26
CUST00280,56,USA,Male,Free,359.27,2024-10-25
CUST00281,45,Canada,Male,Pro,285.33,2024-07-10
CUST00282,60,Canada,Male,Pro,476.7,2025-07-11
CUST00283,50,USA,Female,Free,436.67,2024-02-14
CUST00284,58,Germany,Female,Pro,373.66,2024-12-31
CUST00285,68,Canada,Male,Pro,366.47,2025-10-05
CUST00286,24,USA,Male,Pro,22.17,2025-07-13
CUST00287,39,UK,Female,Enterprise,315.87,2024-05-18
CUST00288,22,Germany,Female,Free,100.8,2024-07-23
CUST00289,20,UAE,Female,Pro,494.56,2025-07-10
CUST00290,48,UAE,Male,Free,143.06,2024-02-18
CUST00291,59,UAE,Male,Pro,399.67,2025-03-23
CUST00292,43,Germany,Female,Enterprise,486.86,2025-05-23
CUST00293,62,Germany,Female,Pro,400.57,2025-03-10
CUST00294,23,Germany,Female,Basic,160.61,2024-03-22
CUST00295,38,UAE,Female,Pro,301.31,2025-03-12
CUST00296,28,Germany,Female,Pro,21.18,2024-12-27
CUST00297,57,Germany,Male,Pro,37.52,2025-10-14
CUST00298,43,UAE,Male,Basic,71.39,2025-09-14
CUST00299,61,Germany,Male,Free,33.62,2025-10-22
CUST00300,41,UAE,Male,Enterprise,302.55,2025-11-26
CUST00301,46,UAE,Female,Pro,381.54,2025-08-10
CUST00302,26,USA,Female,Pro,157.19,2024-10-12
CUST00303,33,Canada,Male,Free,249.52,2025-01-31
CUST00304,53,Canada,Female,Pro,352.02,2024-08-07
CUST00305,57,UAE,Male,Enterprise,61.32,2024-03-16
CUST00306,46,UK,Male,Enterprise,405.26,2024-11-23
CUST00307,60,UAE,Female,Free,445.67,2024-06-10
CUST00308,63,UK,Male,Pro,60.68,2024-07-24
CUST00309,68,UK,Female,Basic,13.14,2025-07-21
CUST00310,54,UAE,Male,Enterprise,305.97,2024-03-29
CUST00311,22,UAE,Female,Enterprise,262.85,2025-02-23
CUST00312,70,USA,Male,Free,486.19,2025-10-19
CUST00313,22,Germany,Female,Enterprise,64.17,2025-07-18
CUST00314,58,USA,Male,Basic,216.31,2024-02-26
CUST00315,25,USA,Female,Basic,82.33,2024-11-26
CUST00316,63,UK,Female,Pro,422.97,2024-09-13
CUST00317,30,USA,Male,Pro,312.51,2025-09-21
CUST00318,52,Canada,Male,Basic,85.6,2025-10-01
CUST00319,64,USA,Male,Pro,412.62,2024-01-30
CUST00320,23,Canada,Male,Pro,383.48,2025-03-02
CUST00321,57,Canada,Female,Enterprise,320.95,2024-11-05
CUST00322,48,UK,Female,Enterprise,226.77,2025-12-06
CUST00323,21,UK,Female,Enterprise,242.13,2024-07-27
CUST00324,39,USA,Female,Basic,430.74,2024-11-22
CUST00325,64,UAE,Male,Enterprise,380.33,2025-06-11
CUST00326,53,Canada,Male,Pro,233.24,2024-09-30
CUST00327,46,UK,Male,Basic,25.3,2025-01-28
CUST00328,57,Germany,Male,Basic,406.74,2025-08-14
CUST00329,64,UAE,Male,Basic,249.13,2025-06-11
CUST00330,47,Germany,Female,Pro,11.59,2025-02-06
CUST00331,50,Germany,Male,Basic,291.67,2024-02-19
CUST00332,21,UAE,Female,Enterprise,142.87,2024-01-09
CUST00333,24,Germany,Female,Basic,363.75,2025-02-16
CUST00334,41,Canada,Male,Enterprise,285.14,2024-07-18
CUST00335,41,USA,Male,Pro,193.17,2025-04-06
CUST00336,66,USA,Male,Pro,64.33,2024-04-09
CUST00337,43,UAE,Female,Pro,377.48,2024-07-22
CUST00338,56,USA,Male,Enterprise,22.65,2024-05-20
CUST00339,63,UAE,Female,Enterprise,74.47,2025-06-11
CUST00340,26,UAE,Male,Pro,196.48,2025-09-23
CUST00341,65,UAE,Female,Pro,354.37,2024-11-02
CUST00342,48,Canada,Female,Pro,336.9,2025-03-02
CUST00343,55,UAE,Female,Free,132.77,2025-11-02
CUST00344,68,USA,Male,Basic,291.76,2024-06-23
CUST00345,51,USA,Male,Enterprise,410.83,2024-09-05
CUST00346,20,USA,Male,Free,9.47,2024-11-17
CUST00347,44,UK,Male,Enterprise,205.19,2025-09-18
CUST00348,48,Canada,Male,Basic,280.44,2025-11-09
CUST00349,48,USA,Female,Enterprise,478.34,2025-04-15
CUST00350,52,UAE,Female,Pro,305.04,2024-07-15
CUST00351,33,UAE,Male,Pro,470.74,2024-10-31
CUST00352,67,UAE,Female,Basic,158.52,2024-12-23
CUST00353,53,UAE,Male,Pro,286.74,2025-07-10
CUST00354,42,Germany,Male,Pro,145.23,2024-10-21
CUST00355,63,Canada,Female,Pro,327.99,2025-05-05
CUST00356,31,UK,Female,Pro,68.64,2025-09-22
CUST00357,65,USA,Male,Basic,25.38,2025-06-27
CUST00358,32,UK,Male,Free,206.65,2025-04-28
CUST00359,24,UK,Male,Free,203.45,2025-05-02
CUST00360,48,UK,Female,Pro,142.71,2024-03-01
CUST00361,67,Canada,Male,Basic,456.61,2024-06-28
CUST00362,44,UK,Female,Free,393.98,2024-07-09
CUST00363,65,UAE,Male,Free,149.2,2025-09-09
CUST00364,24,UAE,Female,Pro,494.55,2025-07-10
CUST00365,51,Germany,Female,Basic,136.42,2024-04-25
CUST00366,39,UK,Female,Enterprise,359.3,2024-01-15
CUST00367,65,UAE,Male,Pro,87.75,2025-10-16
CUST00368,43,Germany,Male,Pro,200.42,2024-04-07
CUST00369,29,UK,Female,Enterprise,467.91,2024-01-07
CUST00370,34,Germany,Female,Basic,376.88,2024-12-03
CUST00371,37,USA,Female,Free,326.84,2025-12-10
CUST00372,33,Canada,Female,Free,153.4,2025-02-19
CUST00373,61,USA,Male,Pro,319.36,2024-10-29
CUST00374,41,USA,Male,Basic,478.68,2025-05-04
CUST00375,27,Germany,Female,Pro,350.97,2025-04-27
CUST00376,66,USA,Male,Basic,340.17,2025-09-02
CUST00377,68,Canada,Female,Enterprise,39.05,2025-07-31
CUST00378,25,Canada,Male,Basic,82.27,2025-06-16
CUST00379,46,Canada,Female,Basic,45.47,2025-06-06
CUST00380,46,Canada,Male,Enterprise,256.62,2025-04-12
CUST00381,54,Canada,Female,Enterprise,361.64,2025-02-09
CUST00382,34,Canada,Male,Basic,22.64,2024-12-18
CUST00383,62,Canada,Male,Free,493.07,2025-04-28
CUST00384,20,UAE,Male,Enterprise,384.49,2025-10-18
CUST00385,64,Germany,Female,Pro,224.27,2025-01-21
CUST00386,42,Canada,Female,Basic,59.32,2025-07-04
CUST00387,43,USA,Male,Basic,417.41,2024-01-24
CUST00388,37,Germany,Female,Enterprise,411.68,2024-09-10
CUST00389,47,UAE,Female,Basic,94.24,2024-04-25
CUST00390,20,Germany,Male,Free,103.04,2024-04-13
CUST00391,56,Canada,Male,Enterprise,122.37,2024-02-15
CUST00392,43,Germany,Male,Basic,377.19,2024-02-27
CUST00393,26,USA,Male,Pro,407.89,2025-08-12
CUST00394,38,USA,Male,Pro,150.88,2024-05-26
CUST00395,60,USA,Female,Basic,150.25,2024-03-03
CUST00396,53,USA,Female,Basic,277.93,2024-02-18
CUST00397,40,Germany,Female,Pro,204.13,2024-11-03
CUST00398,42,UK,Male,Enterprise,424.67,2024-11-03
CUST00399,63,UK,Male,Enterprise,281.19,2025-03-02
CUST00400,53,USA,Female,Basic,121.43,2024-07-27
CUST00401,39,Canada,Female,Enterprise,46.23,2024-07-14
CUST00402,21,UAE,Male,Enterprise,436.81,2024-07-11
CUST00403,69,USA,Female,Basic,104.44,2024-12-06
CUST00404,37,Canada,Male,Basic,481.04,2024-04-30
CUST00405,65,Germany,Male,Basic,198.32,2024-09-02
CUST00406,53,UAE,Female,Pro,233.13,2025-10-26
CUST00407,40,UAE,Female,Pro,256.41,2025-05-24
CUST00408,47,Canada,Female,Enterprise,457.17,2025-01-14
CUST00409,38,Germany,Male,Free,370.63,2024-01-17
CUST00410,34,USA,Female,Enterprise,76.21,2024-12-03
CUST00411,32,Germany,Female,Basic,275.32,2025-12-02
CUST00412,39,UAE,Female,Enterprise,230.41,2024-12-26
CUST00413,28,UK,Male,Enterprise,458.45,2025-07-09
CUST00414,59,Canada,Male,Free,472.59,2025-11-15
CUST00415,21,Canada,Male,Enterprise,421.27,2024-08-24
CUST00416,22,UK,Male,Free,252.87,2025-01-17
CUST00417,21,USA,Female,Enterprise,7.87,2025-06-28
CUST00418,53,Germany,Male,Free,264.71,2024-10-08
CUST00419,52,UAE,Female,Free,403.08,2024-07-02
CUST00420,24,Canada,Male,Basic,95.97,2025-06-23
CUST00421,34,UAE,Female,Pro,39.51,2025-02-19
CUST00422,47,USA,Male,Basic,149.99,2024-03-23
CUST00423,59,Canada,Female,Free,189.63,2025-07-19
CUST00424,48,Canada,Male,Free,41.34,2025-03-20
CUST00425,59,UAE,Male,Free,114.88,2025-12-09
CUST00426,54,Germany,Male,Pro,462.08,2025-12-01
CUST00427,35,USA,Male,Free,464.38,2024-11-18
CUST00428,19,UK,Female,Basic,464.44,2024-11-02
CUST00429,28,USA,Female,Basic,338.52,2025-07-07
CUST00430,39,Germany,Male,Basic,250.4,2024-12-20
CUST00431,21,Canada,Male,Enterprise,419.34,2024-12-14
CUST00432,56,USA,Female,Enterprise,14.81,2024-10-06
CUST00433,68,Germany,Male,Enterprise,177.91,2025-01-19
CUST00434,45,UK,Male,Enterprise,386.08,2024-10-29
CUST00435,69,UK,Male,Free,133.99,2025-01-24
CUST00436,63,UK,Female,Enterprise,180.35,2024-04-03
CUST00437,18,UAE,Female,Enterprise,380.67,2024-04-14
CUST00438,26,Canada,Female,Basic,224.42,2025-07-22
CUST00439,50,Germany,Male,Free,44.81,2025-07-21
CUST00440,23,USA,Female,Pro,6.17,2025-02-27
CUST00441,42,Canada,Male,Basic,342.66,2024-06-22
CUST00442,26,UAE,Female,Pro,246.56,2024-03-05
CUST00443,28,Germany,Female,Pro,149.88,2024-03-19
CUST00444,41,UAE,Female,Basic,296.9,2024-07-19
CUST00445,47,Canada,Female,Basic,3.38,2025-02-09
CUST00446,39,USA,Female,Enterprise,220.11,2025-03-16
CUST00447,70,USA,Female,Basic,160.33,2025-12-12
CUST00448,30,Germany,Male,Pro,482.29,2024-11-22
CUST00449,36,Germany,Female,Basic,188.03,2025-02-06
CUST00450,41,Canada,Male,Basic,340.86,2025-07-17
CUST00451,19,Germany,Female,Basic,398.84,2025-12-10
CUST00452,22,Germany,Male,Enterprise,316.67,2024-09-04
CUST00453,34,UK,Female,Enterprise,36.98,2025-09-04
CUST00454,48,USA,Female,Enterprise,271.82,2025-01-03
CUST00455,62,USA,Male,Free,384.48,2025-11-04
CUST00456,60,UAE,Male,Basic,281.61,2025-10-22
CUST00457,61,Germany,Female,Pro,52.97,2024-04-10
CUST00458,34,UK,Female,Basic,187.06,2025-04-19
CUST00459,67,USA,Female,Basic,498.85,2025-05-09
CUST00460,24,UAE,Male,Enterprise,58.03,2024-05-25
CUST00461,40,UAE,Female,Pro,392.13,2025-06-17
CUST00462,48,UAE,Male,Enterprise,219.08,2025-12-14
CUST00463,46,UAE,Female,Free,22.34,2025-12-28
CUST00464,25,Canada,Male,Pro,338.57,2024-06-17
CUST00465,65,UK,Male,Basic,165.49,2025-03-12
CUST00466,47,UK,Male,Enterprise,93.19,2025-11-04
