ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
0XDDC8,KNPRES05DEL02,39.0,4.7,26.479108,80.315042,26.499108,80.335042,2022-11-02,2026-09-07 10:35:00,2026-09-07 10:50:00,Cloudy,Low,1,Meal,scooter,0.0,False,Metropolitian,15.0
0X6C38,RANCHIRES11DEL03,31.0,4.8,23.359194,85.325447,23.419194,85.385447,2022-01-03,2026-09-07 23:10:00,2026-09-07 23:15:00,Sunny,Low,2,Buffet,electric_scooter,0.0,False,Metropolitian,13.0
0X2BC0,INDORES14DEL01,39.0,4.2,22.761593,75.886362,22.871593,75.996362,2022-03-29,2026-09-07 18:45:00,2026-09-07 18:50:00,Fog,Medium,1,Snack,scooter,0.0,False,Metropolitian,39.0
0XB46C,MUMRES17DEL01,34.0,4.7,19.121999,72.908493,19.161999,72.948493,2022-01-03,2026-09-07 14:20:00,2026-09-07 14:35:00,Sunny,High,2,Snack,scooter,0.0,False,Metropolitian,23.0
0X655,HYDRES14DEL01,33.0,4.4,17.426228,78.407495,17.436228,78.417495,2022-05-03,2026-09-07 08:30:00,2026-09-07 08:40:00,Sandstorms,Low,0,Snack,motorcycle,1.0,False,Metropolitian,28.0
0X20F6,BANGRES11DEL03,20.0,4.6,12.934365,77.616155,13.024365,77.706155,2022-03-18,2026-09-07 20:35:00,2026-09-07 20:50:00,Fog,Jam,0,Buffet,motorcycle,0.0,True,Metropolitian,44.0
0X35D8,COIMBRES17DEL03,37.0,4.9,11.026117,76.944652,11.056117,76.974652,2022-09-03,2026-09-07 18:10:00,2026-09-07 18:20:00,Fog,Medium,0,Buffet,motorcycle,1.0,False,Metropolitian,27.0
0X9693,VADRES18DEL01,37.0,4.6,0.0,65.81808774999999,0.04,65.85268874999997,2022-03-19,2026-09-07 12:50:00,2026-09-07 12:55:00,Windy,High,0,Drinks,motorcycle,1.0,False,Urban,41.0
0X8D18,RANCHIRES12DEL02,23.0,4.8,0.0,65.81808774999999,0.02,65.85268874999997,2022-03-04,2026-09-07 10:25:00,2026-09-07 10:35:00,Windy,Low,1,Buffet,scooter,1.0,False,Metropolitian,19.0
0X596A,COIMBRES03DEL02,20.0,4.7,11.025083,77.015393,11.105083,77.095393,2022-03-20,2026-09-07 17:10:00,2026-09-07 17:20:00,Sandstorms,Medium,0,Drinks,motorcycle,1.0,False,Metropolitian,24.0
0XD7EC,KOLRES04DEL03,29.0,4.3,22.538731,85.40041775,22.598731,85.51629875000003,2022-02-13,2026-09-07 23:50:00,2026-09-07 23:55:00,Sandstorms,Low,0,Buffet,motorcycle,0.0,False,Metropolitian,28.0
0X87E4,VADRES13DEL03,36.0,4.050000000000001,22.310237,73.158921,22.400237,73.248921,2022-03-16,2026-09-07 20:40:00,2026-09-07 20:45:00,Sunny,Jam,0,Meal,motorcycle,2.5,False,Metropolitian,44.0
0X3A5A,INDORES08DEL02,24.0,4.9,22.725748,75.898497,22.775748,75.948497,2022-03-28,2026-09-07 18:15:00,2026-09-07 18:25:00,Stormy,Medium,1,Snack,scooter,1.0,False,Metropolitian,22.0
0X5631,HYDRES18DEL03,35.0,4.8,17.450851,78.379347,17.540851,78.469347,2022-04-03,2026-09-07 17:25:00,2026-09-07 17:35:00,Fog,Medium,0,Meal,motorcycle,2.5,False,Metropolitian,48.0
0XDE01,KOCRES010DEL01,39.0,4.7,10.035573,76.336958,10.105573,76.406958,2022-02-14,2026-09-07 18:30:00,2026-09-07 18:35:00,Windy,Medium,1,Snack,motorcycle,1.0,False,Urban,21.0
0X1FF1,MYSRES04DEL03,37.0,4.7,12.3085,76.665808,12.3385,76.695808,2022-01-04,2026-09-07 22:35:00,2026-09-07 22:40:00,Windy,Low,1,Buffet,scooter,1.0,False,Metropolitian,26.0
0X6E0D,RANCHIRES03DEL03,24.0,4.6,0.0,65.81808774999999,0.06,65.85268874999997,2022-07-03,2026-09-07 23:25:00,2026-09-07 23:40:00,Stormy,Low,2,Meal,scooter,1.0,False,Urban,19.0
0X3F8D,MUMRES06DEL03,25.0,4.8,19.055831,72.833984,19.115831,72.893984,2022-03-15,2026-09-07 19:50:00,2026-09-07 20:05:00,Cloudy,Jam,2,Snack,motorcycle,1.0,False,Metropolitian,22.0
0XD02B,KNPRES16DEL03,26.0,4.1,26.482581,80.315628,26.572581,80.405628,2022-12-02,2026-09-07 19:45:00,2026-09-07 19:50:00,Fog,Jam,2,Meal,motorcycle,1.0,False,Metropolitian,36.0
0X1F0E,MYSRES12DEL03,36.0,4.9,12.284747,76.625861,12.344747,76.685861,2022-05-04,2026-09-07 17:45:00,2026-09-07 17:55:00,Sunny,Medium,1,Drinks,motorcycle,0.0,False,Metropolitian,17.0
0X6118,INDORES09DEL01,26.0,4.9,22.725835,75.887648,22.835835,75.997648,2022-03-25,2026-09-07 17:10:00,2026-09-07 17:25:00,Stormy,Medium,1,Snack,motorcycle,0.0,False,Metropolitian,28.0
0X46FD,PUNERES09DEL03,29.0,4.8,18.536562,73.896485,18.596562,73.956485,2022-11-03,2026-09-07 19:35:00,2026-09-07 19:40:00,Cloudy,Jam,0,Meal,motorcycle,1.0,False,Metropolitian,25.0
0XD418,LUDHRES010DEL03,21.0,4.9,30.89286,75.822199,30.92286,75.852199,2022-02-15,2026-09-07 18:10:00,2026-09-07 18:20:00,Windy,Medium,1,Meal,scooter,1.0,False,Metropolitian,26.0
0X2192,BANGRES07DEL01,32.0,4.1,12.978453,77.643685,13.048453,77.713685,2022-03-29,2026-09-07 18:15:00,2026-09-07 18:30:00,Sandstorms,Medium,0,Buffet,motorcycle,1.0,False,Metropolitian,33.0
0X78BF,BANGRES04DEL02,39.0,4.4,12.98041,77.640489,13.11041,77.770489,2022-03-29,2026-09-07 18:10:00,2026-09-07 18:15:00,Sunny,Medium,0,Meal,motorcycle,1.0,False,Metropolitian,33.0
0X7646,BANGRES010DEL02,26.0,4.8,12.933298,77.614293,13.013298,77.694293,2022-03-27,2026-09-07 19:30:00,2026-09-07 19:40:00,Cloudy,Jam,0,Snack,motorcycle,1.0,False,Metropolitian,43.0
0XCF18,ALHRES05DEL01,29.0,4.7,25.457687,81.835585,25.497687,81.875585,2022-11-02,2026-09-07 15:25:00,2026-09-07 15:30:00,Cloudy,Medium,2,Buffet,motorcycle,1.0,False,Urban,11.0
0XC918,AURGRES14DEL03,28.0,5.0,19.875016,75.322405,19.965016,75.412405,2022-02-16,2026-09-07 22:35:00,2026-09-07 22:45:00,Windy,Low,0,Snack,motorcycle,0.0,False,Urban,15.0
0X2391,INDORES13DEL03,33.0,4.5,22.745049,75.892471,22.835049,75.982471,2022-10-03,2026-09-07 22:50:00,2026-09-07 23:05:00,Stormy,Low,2,Buffet,scooter,0.0,False,Metropolitian,17.0
0XDAD6,AGRRES11DEL02,34.0,4.7,27.163303,78.057044,27.293303,78.187044,2022-12-02,2026-09-07 23:10:00,2026-09-07 23:20:00,Fog,Low,1,Buffet,scooter,1.0,False,Metropolitian,27.0
0XD92F,AGRRES03DEL01,35.0,4.9,27.160832,78.011608,27.230832,78.081608,2022-02-18,2026-09-07 21:15:00,2026-09-07 21:30:00,Cloudy,Jam,0,Buffet,motorcycle,2.0,False,Metropolitian,53.0
0XD91A,LUDHRES18DEL01,28.0,4.9,30.890184,75.829615,31.000184,75.939615,2022-02-14,2026-09-07 21:20:00,2026-09-07 21:35:00,Sunny,Jam,2,Snack,motorcycle,1.0,False,Metropolitian,20.0
0XC63E,DEHRES010DEL01,32.0,4.3,30.328174,78.049117,30.398174,78.119117,2022-02-16,2026-09-07 18:40:00,2026-09-07 18:55:00,Cloudy,Medium,1,Meal,scooter,2.0,False,Metropolitian,35.0
0X4314,CHENRES05DEL02,25.0,4.9,13.058616,80.264151,13.138616,80.344151,2022-02-03,2026-09-07 21:45:00,2026-09-07 21:50:00,Fog,Jam,0,Buffet,motorcycle,2.0,False,Metropolitian,43.0
0XC044,AGRRES12DEL03,32.0,4.7,-4.160817124999998,78.015053,27.225108,78.075053,2022-02-13,2026-09-07 20:55:00,2026-09-07 21:10:00,Sandstorms,Jam,2,Meal,scooter,1.0,False,Metropolitian,31.0
0XD7D3,DEHRES12DEL02,39.0,4.1,0.0,65.81808774999999,0.13,65.85268874999997,2022-02-14,2026-09-07 21:35:00,2026-09-07 21:40:00,Cloudy,Jam,1,Drinks,motorcycle,2.0,False,Metropolitian,39.0
0XDEAC,LUDHRES05DEL03,36.0,4.9,30.905562,75.832841,30.995562,75.922841,2022-02-18,2026-09-07 17:15:00,2026-09-07 17:30:00,Cloudy,Medium,2,Snack,electric_scooter,1.0,False,Metropolitian,31.0
0X7C84,JAPRES04DEL03,35.0,4.9,26.902328,75.794257,26.932328,75.824257,2022-03-26,2026-09-07 18:35:00,2026-09-07 18:40:00,Fog,Medium,2,Meal,electric_scooter,0.0,False,Metropolitian,18.0
0X77B5,HYDRES010DEL02,28.0,4.8,17.428294,78.404423,17.448294,78.424423,2022-01-03,2026-09-07 08:25:00,2026-09-07 08:40:00,Fog,Low,0,Buffet,motorcycle,1.0,False,Metropolitian,23.0
0X416F,MYSRES05DEL02,25.0,4.9,12.323978,76.627961,12.453978,76.757961,2022-06-03,2026-09-07 21:45:00,2026-09-07 21:50:00,Sandstorms,Jam,2,Snack,electric_scooter,0.0,False,Urban,16.0
0XD4DA,KNPRES12DEL01,27.0,5.0,26.492106,80.327797,26.562106,80.397797,2022-02-16,2026-09-07 20:55:00,2026-09-07 21:05:00,Windy,Jam,0,Buffet,motorcycle,1.0,False,Metropolitian,27.0
0XB59B,MUMRES010DEL01,28.0,4.5,19.003517,72.82765,19.073517,72.89765,2022-12-03,2026-09-07 17:10:00,2026-09-07 17:20:00,Sunny,Medium,0,Drinks,motorcycle,1.0,False,Urban,25.0
0XC4B3,AURGRES12DEL02,39.0,4.9,19.879631,75.323403,19.899631,75.343403,2022-02-17,2026-09-07 11:10:00,2026-09-07 11:15:00,Fog,High,0,Drinks,motorcycle,1.0,False,Metropolitian,25.0
0XA998,JAPRES14DEL01,28.0,4.5,26.88842,75.800689,26.89842,75.810689,2022-03-03,2026-09-07 10:25:00,2026-09-07 10:35:00,Sandstorms,Low,0,Snack,motorcycle,1.0,False,Metropolitian,27.0
0X12E7,INDORES07DEL03,33.0,4.050000000000001,22.722634,75.886959,22.812634,75.976959,2022-08-03,2026-09-07 17:25:00,2026-09-07 17:30:00,Windy,Medium,2,Meal,electric_scooter,1.0,False,Metropolitian,32.0
0X3241,SURRES010DEL01,39.0,4.8,21.17106,72.789292,21.21106,72.829292,2022-03-19,2026-09-07 14:50:00,2026-09-07 15:05:00,Sunny,High,0,Drinks,motorcycle,1.0,False,Metropolitian,27.0
0XC8C7,KOLRES03DEL02,32.0,4.5,22.526461,85.40041775,22.576461,85.51629875000003,2022-02-13,2026-09-07 17:10:00,2026-09-07 17:15:00,Stormy,Medium,0,Meal,motorcycle,1.0,False,Metropolitian,30.0
0XAABD,JAPRES010DEL03,22.0,4.7,26.921411,75.793604,26.981411,75.853604,2022-11-03,2026-09-07 23:35:00,2026-09-07 23:40:00,Windy,Low,1,Buffet,motorcycle,0.0,False,Urban,17.0
0XCDB6,AURGRES03DEL01,26.0,4.6,19.874733,75.353942,19.984733,75.463942,2022-02-14,2026-09-07 18:35:00,2026-09-07 18:50:00,Windy,Medium,1,Buffet,motorcycle,1.0,False,Metropolitian,25.0
0X4632,CHENRES08DEL03,37.0,4.6,13.022394,80.242439,13.112394,80.332439,2022-10-03,2026-09-07 17:45:00,2026-09-07 17:50:00,Stormy,Medium,1,Buffet,motorcycle,1.0,False,Urban,26.0
0X1623,INDORES010DEL03,37.0,4.8,22.75004,75.902847,22.78004,75.932847,2022-07-03,2026-09-07 20:50:00,2026-09-07 20:55:00,Cloudy,Jam,0,Meal,motorcycle,0.0,False,Metropolitian,25.0
0X7EA,SURRES04DEL03,21.0,4.4,21.173493,72.801953,21.203493,72.831953,2022-03-04,2026-09-07 22:25:00,2026-09-07 22:40:00,Windy,Low,0,Drinks,motorcycle,0.0,False,Metropolitian,15.0
0XC668,KOLRES18DEL01,29.0,5.0,22.569367,85.40041775,22.639367,85.51629875000003,2022-12-02,2026-09-07 20:55:00,2026-09-07 21:10:00,Windy,Jam,1,Drinks,motorcycle,1.0,False,Metropolitian,25.0
0X92EC,CHENRES010DEL02,34.0,4.8,13.066762,80.251865,13.116762,80.301865,2022-03-26,2026-09-07 22:45:00,2026-09-07 22:50:00,Windy,Low,2,Drinks,scooter,1.0,False,Metropolitian,27.0
0XC733,ALHRES11DEL01,20.0,4.8,0.0,65.81808774999999,0.07,65.85268874999997,2022-12-02,2026-09-07 22:35:00,2026-09-07 22:50:00,Sandstorms,Low,0,Drinks,motorcycle,0.0,False,Urban,17.0
0XD800,DEHRES07DEL02,37.0,4.7,30.362686,78.06889,30.492686,78.19889,2022-12-02,2026-09-07 21:20:00,2026-09-07 21:30:00,Fog,Jam,2,Buffet,scooter,1.0,False,Metropolitian,39.0
0X6957,VADRES010DEL02,37.0,4.9,22.310329,73.169083,22.360329,73.219083,2022-09-03,2026-09-07 17:25:00,2026-09-07 17:40:00,Fog,Medium,1,Drinks,scooter,0.0,False,Urban,15.0
0XDEB4,LUDHRES06DEL02,34.0,4.9,30.895204,75.822103,30.945204,75.872103,2022-02-17,2026-09-07 22:40:00,2026-09-07 22:55:00,Stormy,Low,1,Snack,motorcycle,1.0,False,Metropolitian,25.0
0XD446,ALHRES08DEL03,28.0,4.9,25.450329,81.834279,25.540329,81.924279,2022-12-02,2026-09-07 22:15:00,2026-09-07 22:20:00,Sandstorms,Low,2,Drinks,electric_scooter,0.0,False,Metropolitian,10.0
0X5D2D,JAPRES20DEL01,24.0,4.5,26.956431,75.776649,27.066431,75.886649,2022-08-03,2026-09-07 23:30:00,2026-09-07 23:40:00,Stormy,Low,1,Meal,scooter,1.0,False,Metropolitian,14.0
0XC1EC,DEHRES04DEL03,32.0,4.8,30.340722,78.060221,30.430722,78.150221,2022-02-16,2026-09-07 17:30:00,2026-09-07 17:45:00,Sunny,Medium,1,Buffet,motorcycle,0.0,False,Metropolitian,17.0
0XD3FA,ALHRES17DEL03,37.0,4.9,25.45235,81.841889,25.48235,81.871889,2022-11-02,2026-09-07 20:30:00,2026-09-07 20:45:00,Sandstorms,Jam,1,Drinks,scooter,0.0,False,Metropolitian,27.0
0XD747,AGRRES07DEL02,31.0,4.3,27.160934,78.044095,27.180934,78.064095,2022-11-02,2026-09-07 09:30:00,2026-09-07 09:45:00,Windy,Low,0,Drinks,motorcycle,1.0,False,Metropolitian,25.0
0X28E9,HYDRES03DEL02,31.0,4.050000000000001,17.422819,78.449578,17.502819,78.529578,2022-06-04,2026-09-07 21:25:00,2026-09-07 21:40:00,Cloudy,Jam,1,Snack,scooter,0.0,False,Metropolitian,42.0
0X2997,MUMRES20DEL02,24.0,4.1,19.103249,72.846749,19.233249,72.976749,2022-03-29,2026-09-07 20:35:00,2026-09-07 20:50:00,Cloudy,Jam,2,Buffet,electric_scooter,1.0,False,Metropolitian,39.0
0XCDF4,BHPRES03DEL02,25.0,4.6,23.214294,77.435361,23.264294,77.485361,2022-11-02,2026-09-07 18:20:00,2026-09-07 18:25:00,Sunny,Medium,1,Snack,scooter,0.0,False,Metropolitian,16.0
0XC082,ALHRES11DEL03,34.0,4.8,0.0,65.81808774999999,0.06,65.85268874999997,2022-11-02,2026-09-07 18:40:00,2026-09-07 18:50:00,Sunny,Medium,1,Snack,scooter,0.0,False,Metropolitian,18.0
0X7B54,PUNERES010DEL01,21.0,4.8,18.539299,73.897902,18.609299,73.967902,2022-03-23,2026-09-07 22:35:00,2026-09-07 22:45:00,Stormy,Low,1,Meal,motorcycle,1.0,False,Urban,13.0
0XD6BF,AURGRES11DEL01,39.0,4.9,0.0,65.81808774999999,0.11,65.85268874999997,2022-02-14,2026-09-07 22:35:00,2026-09-07 22:40:00,Stormy,Low,0,Snack,motorcycle,1.0,False,Urban,21.0
0XDAC9,KOLRES11DEL02,25.0,4.5,22.577821,85.40041775,22.657821,85.51629875000003,2022-02-14,2026-09-07 23:15:00,2026-09-07 23:30:00,Sandstorms,Low,0,Buffet,motorcycle,1.0,False,Metropolitian,20.0
